t,Angle
5.33,-14.07079064
5.34,-13.50227258
5.35,-12.95762002
5.36,-12.34132013
5.37,-11.80304967
5.38,-11.30021621
5.39,-10.82997686
5.4,-10.38606172
5.41,-9.97512397
5.42,-9.59550695
5.43,-9.23630387
5.44,-8.90715096
5.45,-8.58955685
5.46,-8.27234864
5.47,-7.9731187
5.48,-7.63614095
5.49,-7.35231535
5.5,-7.04100606
5.51,-6.72152241
5.52,-6.37924782
5.53,-6.04691992
5.54,-5.67997311
5.55,-5.29419121
5.56,-4.90549835
5.57,-4.47284339
5.58,-4.03199993
5.59,-3.57296075
5.6,-3.09471374
5.61,-2.60181817
5.62,-2.10799623
5.63,-1.59981564
5.64,-1.07147133
5.65,-0.54406956
5.66,-0.01766304
5.67,0.50364941
5.68,1.0198843
5.69,1.52270454
5.7,2.00280331
5.71,2.46591559
5.72,2.89716774
5.73,3.29279296
5.74,3.64661637
5.75,3.94379359
5.76,4.18578406
5.77,4.37557475
5.78,4.5613803
5.79,4.62660741
5.8,4.71739913
5.81,4.74655797
5.82,4.77160832
5.83,4.79131203
